Gene,Name
A_33_P3330972,#N/A
A_33_P3331272,#N/A
A_33_P3331326,#N/A
A_33_P3331351,#N/A
A_33_P3331613,#N/A
A_33_P3331731,#N/A
A_33_P3331791,#N/A
A_33_P3332046,#N/A
A_33_P3332175,#N/A
A_33_P3332627,#N/A
A_33_P3332749,#N/A
A_33_P3332989,#N/A
A_33_P3333003,#N/A
A_33_P3333187,#N/A
A_33_P3333327,#N/A
A_33_P3333485,#N/A
A_33_P3333523,#N/A
A_33_P3333677,#N/A
A_33_P3333708,#N/A
A_33_P3333985,#N/A
A_33_P3334000,#N/A
A_33_P3334043,#N/A
A_33_P3334121,#N/A
A_33_P3334342,#N/A
A_33_P3334428,#N/A
A_33_P3334436,#N/A
A_33_P3334718,#N/A
A_33_P3335905,#N/A
A_33_P3336018,#N/A
A_33_P3336038,#N/A
A_33_P3336302,#N/A
A_33_P3336567,#N/A
A_33_P3337742,#N/A
A_33_P3338006,#N/A
A_33_P3338071,#N/A
A_33_P3338292,#N/A
A_33_P3338379,#N/A
A_33_P3338403,#N/A
A_33_P3338539,#N/A
A_33_P3338788,#N/A
A_33_P3338808,#N/A
A_33_P3338833,#N/A
A_33_P3338937,#N/A
A_33_P3339197,#N/A
A_33_P3339202,#N/A
A_33_P3339611,#N/A
A_33_P3339696,#N/A
A_33_P3339701,#N/A
A_33_P3339741,#N/A
A_33_P3340114,#N/A
A_33_P3340189,#N/A
A_33_P3340229,#N/A
A_33_P3340424,#N/A
A_33_P3340624,#N/A
A_33_P3340956,#N/A
A_33_P3341289,#N/A
A_33_P3341509,#N/A
A_33_P3341731,#N/A
A_33_P3341882,#N/A
A_33_P3342146,#N/A
A_33_P3342195,#N/A
A_33_P3342420,#N/A
A_33_P3342430,#N/A
A_33_P3343200,#N/A
A_33_P3343305,#N/A
A_33_P3343340,#N/A
A_33_P3343394,#N/A
A_33_P3343605,#N/A
A_33_P3344044,#N/A
A_33_P3344297,#N/A
A_33_P3344521,#N/A
A_33_P3344765,#N/A
A_33_P3345294,#N/A
A_33_P3345299,#N/A
A_33_P3345409,#N/A
A_33_P3345614,#N/A
A_33_P3345638,#N/A
A_33_P3345678,#N/A
A_33_P3345808,#N/A
A_33_P3345821,#N/A
A_33_P3346046,#N/A
A_33_P3346333,#N/A
A_33_P3346526,#N/A
A_33_P3346533,#N/A
A_33_P3346538,#N/A
A_33_P3346638,#N/A
A_33_P3346691,#N/A
A_33_P3347020,#N/A
A_33_P3347049,#N/A
A_33_P3347457,#N/A
A_33_P3347503,#N/A
A_33_P3347522,#N/A
A_33_P3348151,#N/A
A_33_P3348194,#N/A
A_33_P3348328,#N/A
A_33_P3348509,#N/A
A_33_P3348927,#N/A
A_33_P3349002,#N/A
A_33_P3349025,#N/A
A_33_P3349158,#N/A
A_33_P3349255,#N/A
A_33_P3349455,#N/A
A_33_P3349501,#N/A
A_33_P3349597,#N/A
A_33_P3349676,#N/A
A_33_P3349727,#N/A
A_33_P3349853,#N/A
A_33_P3350452,#N/A
A_33_P3350453,#N/A
A_33_P3350549,#N/A
A_33_P3350744,#N/A
A_33_P3351062,#N/A
A_33_P3351097,#N/A
A_33_P3351166,#N/A
A_33_P3351276,#N/A
A_33_P3351499,#N/A
A_33_P3351524,#N/A
A_33_P3351529,#N/A
A_33_P3351615,#N/A
A_33_P3351775,#N/A
A_33_P3351790,#N/A
A_33_P3351791,#N/A
A_33_P3352011,#N/A
A_33_P3352407,#N/A
A_33_P3352572,#N/A
A_33_P3352837,#N/A
A_33_P3353259,#N/A
A_33_P3353273,#N/A
A_33_P3353275,#N/A
A_33_P3353431,#N/A
A_33_P3353630,#N/A
A_33_P3353906,#N/A
A_33_P3354067,#N/A
A_33_P3354191,#N/A
A_33_P3354479,#N/A
A_33_P3354579,#N/A
A_33_P3354728,#N/A
A_33_P3354783,#N/A
A_33_P3355694,#N/A
A_33_P3355950,#N/A
A_33_P3356106,#N/A
A_33_P3356182,#N/A
A_33_P3356366,#N/A
A_33_P3356537,#N/A
A_33_P3356637,#N/A
A_33_P3356941,#N/A
A_33_P3357227,#N/A
A_33_P3357232,#N/A
A_33_P3357626,#N/A
A_33_P3357669,#N/A
A_33_P3357879,#N/A
A_33_P3358109,#N/A
A_33_P3358653,#N/A
A_33_P3358804,#N/A
A_33_P3358851,#N/A
A_33_P3358855,#N/A
A_33_P3358856,#N/A
A_33_P3358863,#N/A
A_33_P3358905,#N/A
A_33_P3358930,#N/A
A_33_P3359285,#N/A
A_33_P3359408,#N/A
A_33_P3359428,#N/A
A_33_P3359832,#N/A
A_33_P3359846,#N/A
A_33_P3359869,#N/A
A_33_P3360007,#N/A
A_33_P3360530,#N/A
A_33_P3361217,#N/A
A_33_P3361817,#N/A
A_33_P3362239,#N/A
A_33_P3362242,#N/A
A_33_P3362320,#N/A
A_33_P3362392,#N/A
A_33_P3362453,#N/A
A_33_P3362548,#N/A
A_33_P3362567,#N/A
A_33_P3362601,#N/A
A_33_P3362812,#N/A
A_33_P3362937,#N/A
A_33_P3363100,#N/A
A_33_P3363105,#N/A
A_33_P3363161,#N/A
A_33_P3363173,#N/A
A_33_P3363507,#N/A
A_33_P3363650,#N/A
A_33_P3363893,#N/A
A_33_P3363959,#N/A
A_33_P3364338,#N/A
A_33_P3364358,#N/A
A_33_P3364493,#N/A
A_33_P3364498,#N/A
A_33_P3364631,#N/A
A_33_P3364836,#N/A
A_33_P3364849,#N/A
A_33_P3364929,#N/A
A_33_P3365057,#N/A
A_33_P3365267,#N/A
A_33_P3365644,#N/A
A_33_P3365666,#N/A
A_33_P3365705,#N/A
A_33_P3365963,#N/A
A_33_P3366179,#N/A
A_33_P3366224,#N/A
A_33_P3366266,#N/A
A_33_P3366321,#N/A
A_33_P3366412,#N/A
A_33_P3366471,#N/A
A_33_P3366614,#N/A
A_33_P3366739,#N/A
A_33_P3367681,#N/A
A_33_P3367970,#N/A
A_33_P3368034,#N/A
A_33_P3368303,#N/A
A_33_P3368445,#N/A
A_33_P3368636,#N/A
A_33_P3368822,#N/A
A_33_P3368900,#N/A
A_33_P3369731,#N/A
A_33_P3369864,#N/A
A_33_P3370015,#N/A
A_33_P3370325,#N/A
A_33_P3370515,#N/A
A_33_P3370612,#N/A
A_33_P3370692,#N/A
A_33_P3371142,#N/A
A_33_P3371144,#N/A
A_33_P3371237,#N/A
A_33_P3371243,#N/A
A_33_P3371247,#N/A
A_33_P3371260,#N/A
A_33_P3371450,#N/A
A_33_P3371683,#N/A
A_33_P3371769,#N/A
A_33_P3372084,#N/A
A_33_P3372090,#N/A
A_33_P3372104,#N/A
A_33_P3372207,#N/A
A_33_P3373009,#N/A
A_33_P3373014,#N/A
A_33_P3373119,#N/A
A_33_P3373163,#N/A
A_33_P3373194,#N/A
A_33_P3373200,#N/A
A_33_P3373418,#N/A
A_33_P3373580,#N/A
A_33_P3373584,#N/A
A_33_P3374170,#N/A
A_33_P3374215,#N/A
A_33_P3374903,#N/A
A_33_P3375026,#N/A
A_33_P3375133,#N/A
A_33_P3375269,#N/A
A_33_P3375348,#N/A
A_33_P3375496,#N/A
A_33_P3375513,#N/A
A_33_P3375657,#N/A
A_33_P3375668,#N/A
A_33_P3375794,#N/A
A_33_P3375889,#N/A
A_33_P3375894,#N/A
A_33_P3375950,#N/A
A_33_P3376021,#N/A
A_33_P3376071,#N/A
A_33_P3376075,#N/A
A_33_P3376781,#N/A
A_33_P3376836,#N/A
A_33_P3376925,#N/A
A_33_P3377090,#N/A
A_33_P3377705,#N/A
A_33_P3377714,#N/A
A_33_P3378216,#N/A
A_33_P3378269,#N/A
A_33_P3378318,#N/A
A_33_P3378412,#N/A
A_33_P3378684,#N/A
A_33_P3378945,#N/A
A_33_P3379136,#N/A
A_33_P3379215,#N/A
A_33_P3379231,#N/A
A_33_P3379681,#N/A
A_33_P3379776,#N/A
A_33_P3380006,#N/A
A_33_P3380372,#N/A
A_33_P3381132,#N/A
A_33_P3381305,#N/A
A_33_P3381613,#N/A
A_33_P3382041,#N/A
A_33_P3382105,#N/A
A_33_P3382111,#N/A
A_33_P3382118,#N/A
A_33_P3382634,#N/A
A_33_P3382685,#N/A
A_33_P3382887,#N/A
A_33_P3382949,#N/A
A_33_P3383009,#N/A
A_33_P3383075,#N/A
A_33_P3383084,#N/A
A_33_P3383371,#N/A
A_33_P3383531,#N/A
A_33_P3384229,#N/A
A_33_P3384255,#N/A
A_33_P3384337,#N/A
A_33_P3384427,#N/A
A_33_P3384694,#N/A
A_33_P3384913,#N/A
A_33_P3384942,#N/A
A_33_P3385351,#N/A
A_33_P3385441,#N/A
A_33_P3385671,#N/A
A_33_P3385912,#N/A
A_33_P3386147,#N/A
A_33_P3386463,#N/A
A_33_P3386487,#N/A
A_33_P3386723,#N/A
A_33_P3386870,#N/A
A_33_P3387016,#N/A
A_33_P3387062,#N/A
A_33_P3387075,#N/A
A_33_P3387095,#N/A
A_33_P3387786,#N/A
A_33_P3388527,#N/A
A_33_P3388883,#N/A
A_33_P3389028,#N/A
A_33_P3389540,#N/A
A_33_P3389578,#N/A
A_33_P3389668,#N/A
A_33_P3389758,#N/A
A_33_P3390086,#N/A
A_33_P3390097,#N/A
A_33_P3390678,#N/A
A_33_P3390753,#N/A
A_33_P3390823,#N/A
A_33_P3390873,#N/A
A_33_P3390939,#N/A
A_33_P3391120,#N/A
A_33_P3391167,#N/A
A_33_P3391295,#N/A
A_33_P3391390,#N/A
A_33_P3391511,#N/A
A_33_P3391536,#N/A
A_33_P3391542,#N/A
A_33_P3391803,#N/A
A_33_P3391970,#N/A
A_33_P3392350,#N/A
A_33_P3393370,#N/A
A_33_P3393617,#N/A
A_33_P3393689,#N/A
A_33_P3393702,#N/A
A_33_P3393708,#N/A
A_33_P3393986,#N/A
A_33_P3394378,#N/A
A_33_P3394965,#N/A
A_33_P3395206,#N/A
A_33_P3395209,#N/A
A_33_P3395289,#N/A
A_33_P3395472,#N/A
A_33_P3395478,#N/A
A_33_P3395636,#N/A
A_33_P3395788,#N/A
A_33_P3395843,#N/A
A_33_P3395883,#N/A
A_33_P3396339,#N/A
A_33_P3396379,#N/A
A_33_P3396434,#N/A
A_33_P3397081,#N/A
A_33_P3397209,#N/A
A_33_P3397298,#N/A
A_33_P3397318,#N/A
A_33_P3397433,#N/A
A_33_P3397473,#N/A
A_33_P3397506,#N/A
A_33_P3397593,#N/A
A_33_P3397608,#N/A
A_33_P3398187,#N/A
A_33_P3399181,#N/A
A_33_P3399778,#N/A
A_33_P3399911,#N/A
A_33_P3400023,#N/A
A_33_P3400292,#N/A
A_33_P3401084,#N/A
A_33_P3401146,#N/A
A_33_P3401179,#N/A
A_33_P3401394,#N/A
A_33_P3402071,#N/A
A_33_P3402225,#N/A
A_33_P3402294,#N/A
A_33_P3402600,#N/A
A_33_P3402773,#N/A
A_33_P3402783,#N/A
A_33_P3403169,#N/A
A_33_P3403242,#N/A
A_33_P3403356,#N/A
A_33_P3404116,#N/A
A_33_P3404346,#N/A
A_33_P3404360,#N/A
A_33_P3404566,#N/A
A_33_P3404685,#N/A
A_33_P3404759,#N/A
A_33_P3405249,#N/A
A_33_P3405504,#N/A
A_33_P3405870,#N/A
A_33_P3406110,#N/A
A_33_P3406255,#N/A
A_33_P3406265,#N/A
A_33_P3406405,#N/A
A_33_P3406413,#N/A
A_33_P3406530,#N/A
A_33_P3406702,#N/A
A_33_P3406811,#N/A
A_33_P3407049,#N/A
A_33_P3407230,#N/A
A_33_P3407374,#N/A
A_33_P3407564,#N/A
A_33_P3407623,#N/A
A_33_P3407626,#N/A
A_33_P3407691,#N/A
A_33_P3407826,#N/A
A_33_P3407941,#N/A
A_33_P3407999,#N/A
A_33_P3408034,#N/A
A_33_P3408162,#N/A
A_33_P3408222,#N/A
A_33_P3408227,#N/A
A_33_P3408529,#N/A
A_33_P3408665,#N/A
A_33_P3408678,#N/A
A_33_P3408683,#N/A
A_33_P3408877,#N/A
A_33_P3409184,#N/A
A_33_P3409289,#N/A
A_33_P3409294,#N/A
A_33_P3409553,#N/A
A_33_P3409631,#N/A
A_33_P3409815,#N/A
A_33_P3410053,#N/A
A_33_P3410225,#N/A
A_33_P3410269,#N/A
A_33_P3410274,#N/A
A_33_P3410821,#N/A
A_33_P3411384,#N/A
A_33_P3412125,#N/A
A_33_P3412438,#N/A
A_33_P3412687,#N/A
A_33_P3412695,#N/A
A_33_P3412716,#N/A
A_33_P3412795,#N/A
A_33_P3413104,#N/A
A_33_P3413353,#N/A
A_33_P3413514,#N/A
A_33_P3413518,#N/A
A_33_P3413726,#N/A
A_33_P3413945,#N/A
A_33_P3413997,#N/A
A_33_P3414017,#N/A
A_33_P3414472,#N/A
A_33_P3414494,#N/A
A_33_P3414939,#N/A
A_33_P3414944,#N/A
A_33_P3415047,#N/A
A_33_P3415166,#N/A
A_33_P3415221,#N/A
A_33_P3415310,#N/A
A_33_P3415617,#N/A
A_33_P3415826,#N/A
A_33_P3415992,#N/A
A_33_P3416043,#N/A
A_33_P3416196,#N/A
A_33_P3416414,#N/A
A_33_P3416637,#N/A
A_33_P3416644,#N/A
A_33_P3416649,#N/A
A_33_P3416807,#N/A
A_33_P3417305,#N/A
A_33_P3417464,#N/A
A_33_P3417542,#N/A
A_33_P3417547,#N/A
A_33_P3417553,#N/A
A_33_P3417589,#N/A
A_33_P3418165,#N/A
A_33_P3418245,#N/A
A_33_P3418321,#N/A
A_33_P3418380,#N/A
A_33_P3418466,#N/A
A_33_P3418496,#N/A
A_33_P3418571,#N/A
A_33_P3418846,#N/A
A_33_P3419003,#N/A
A_33_P3419204,#N/A
A_33_P3419481,#N/A
A_33_P3419735,#N/A
A_33_P3419875,#N/A
A_33_P3420013,#N/A
A_33_P3420347,#N/A
A_33_P3420695,#N/A
A_33_P3420701,#N/A
A_33_P3420992,#N/A
A_33_P3421007,#N/A
A_33_P3421515,#N/A
A_33_P3421808,#N/A
A_33_P3421985,#N/A
A_33_P3422294,#N/A
A_33_P3422439,#N/A
A_33_P3422712,#N/A
A_33_P3423017,#N/A
A_33_P3423202,#N/A
A_33_P3423210,#N/A
A_33_P3423565,#N/A
A_33_P3423845,#N/A
A_33_P3424108,#N/A
A_33_P3424153,#N/A
A_33_P3424832,#N/A
A_33_P3424856,#N/A
A_33_P3424867,#N/A
A_33_P3438201,#N/A
A_33_P3454679,#N/A
A_33_P3510508,#N/A
A_33_P3519223,#N/A
A_33_P3590279,#N/A
A_33_P3615955,#N/A
A_33_P3671734,#N/A
A_33_P3673310,#N/A
A_33_P3673544,#N/A
A_33_P3723827,#N/A
A_33_P3733123,#N/A
A_33_P3744376,#N/A
A_33_P3765291,#N/A
A_33_P3768930,#N/A
A_33_P3771039,#N/A
A_33_P3802966,#N/A
A_33_P3855484,#N/A
A1BG,alpha-1-B glycoprotein
A1BG-AS1,A1BG antisense RNA 1
A1CF,APOBEC1 complementation factor
A23747,#N/A
A25969,#N/A
A2BP1,RNA binding fox-1 homolog 1
A2LD1,gamma-glutamylamine cyclotransferase
A2M,alpha-2-macroglobulin
A2M-AS1,A2M antisense RNA 1
A2ML1,alpha-2-macroglobulin like 1
A2MP1,alpha-2-macroglobulin pseudogene 1
A3GALT2,"alpha 1,3-galactosyltransferase 2"
A4GALT,"alpha 1,4-galactosyltransferase (P blood group)"
A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase"
AA213559,#N/A
AA412392,#N/A
AA430309,#N/A
AA489744,#N/A
AA496144,#N/A
AA504818,#N/A
AA593742,#N/A
AAA1,NPSR1 antisense RNA 1
AAAS,aladin WD repeat nucleoporin
AACS,acetoacetyl-CoA synthetase
AACSL,acetoacetyl-CoA synthetase pseudogene 1
AACSP1,acetoacetyl-CoA synthetase pseudogene 1
AADAC,arylacetamide deacetylase
AADACL2,arylacetamide deacetylase like 2
AADACL2-AS1,AADACL2 antisense RNA 1
AADACL3,arylacetamide deacetylase like 3
AADACL4,arylacetamide deacetylase like 4
AADACP1,arylacetamide deacetylase pseudogene 1
AADAT,aminoadipate aminotransferase
AAED1,peroxiredoxin like 2C
AAGAB,alpha and gamma adaptin binding protein
AAK1,AP2 associated kinase 1
AAMDC,adipogenesis associated Mth938 domain containing
AAMP,angio associated migratory cell protein
AANAT,aralkylamine N-acetyltransferase
AAR2,AAR2 splicing factor
AARD,alanine and arginine rich domain containing protein
AARS,alanyl-tRNA synthetase 1
AARS1,alanyl-tRNA synthetase 1
AARS2,"alanyl-tRNA synthetase 2, mitochondrial"
AARSD1,alanyl-tRNA synthetase domain containing 1
AASDH,aminoadipate-semialdehyde dehydrogenase
AASDHPPT,aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
AASS,aminoadipate-semialdehyde synthase
AATF,apoptosis antagonizing transcription factor
AATK,apoptosis associated tyrosine kinase
AATK-AS1,parvalbumin like EF-hand containing
AB020701,#N/A
AB051446,#N/A
AB072904,#N/A
AB088847,#N/A
AB209400,#N/A
AB305952,#N/A
AB306153,#N/A
AB306238,#N/A
AB306242,#N/A
AB360850,#N/A
AB363267,#N/A
AB384543,#N/A
AB385295,#N/A
AB529231,#N/A
AB529232,#N/A
AB529247,#N/A
AB529248,#N/A
AB529250,#N/A
AB529251,#N/A
AB529253,#N/A
AB529254,#N/A
AB529256,#N/A
AB529257,#N/A
AB529259,#N/A
AB529273,#N/A
ABAT,4-aminobutyrate aminotransferase
ABCA1,ATP binding cassette subfamily A member 1
ABCA10,ATP binding cassette subfamily A member 10
ABCA11P,"ATP binding cassette subfamily A member 11, pseudogene"
ABCA12,ATP binding cassette subfamily A member 12
ABCA13,ATP binding cassette subfamily A member 13
ABCA17P,"ATP binding cassette subfamily A member 17, pseudogene"
ABCA2,ATP binding cassette subfamily A member 2
ABCA3,ATP binding cassette subfamily A member 3
ABCA4,ATP binding cassette subfamily A member 4
ABCA5,ATP binding cassette subfamily A member 5
ABCA6,ATP binding cassette subfamily A member 6
ABCA7,ATP binding cassette subfamily A member 7
ABCA8,ATP binding cassette subfamily A member 8
ABCA9,ATP binding cassette subfamily A member 9
ABCB1,ATP binding cassette subfamily B member 1
ABCB10,ATP binding cassette subfamily B member 10
ABCB11,ATP binding cassette subfamily B member 11
ABCB4,ATP binding cassette subfamily B member 4
ABCB5,ATP binding cassette subfamily B member 5
ABCB6,ATP binding cassette subfamily B member 6 (Langereis blood group)
ABCB7,ATP binding cassette subfamily B member 7
ABCB8,ATP binding cassette subfamily B member 8
ABCB9,ATP binding cassette subfamily B member 9
ABCC1,ATP binding cassette subfamily C member 1
ABCC10,ATP binding cassette subfamily C member 10
ABCC11,ATP binding cassette subfamily C member 11
ABCC12,ATP binding cassette subfamily C member 12
ABCC13,ATP binding cassette subfamily C member 13 (pseudogene)
ABCC2,ATP binding cassette subfamily C member 2
ABCC3,ATP binding cassette subfamily C member 3
ABCC4,ATP binding cassette subfamily C member 4
ABCC5,ATP binding cassette subfamily C member 5
ABCC5-AS1,ABCC5 antisense RNA 1
ABCC6,ATP binding cassette subfamily C member 6
ABCC6P1,ATP binding cassette subfamily C member 6 pseudogene 1
ABCC6P2,ATP binding cassette subfamily C member 6 pseudogene 2
ABCC8,ATP binding cassette subfamily C member 8
ABCC9,ATP binding cassette subfamily C member 9
ABCD1,ATP binding cassette subfamily D member 1
ABCD2,ATP binding cassette subfamily D member 2
ABCD3,ATP binding cassette subfamily D member 3
ABCD4,ATP binding cassette subfamily D member 4
ABCE1,ATP binding cassette subfamily E member 1
ABCF1,ATP binding cassette subfamily F member 1
ABCF2,ATP binding cassette subfamily F member 2
ABCF2-H2BK1,ABCF2-H2BK1 readthrough
ABCF3,ATP binding cassette subfamily F member 3
ABCG1,ATP binding cassette subfamily G member 1
ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group)
ABCG4,ATP binding cassette subfamily G member 4
ABCG5,ATP binding cassette subfamily G member 5
ABCG8,ATP binding cassette subfamily G member 8
ABHD1,abhydrolase domain containing 1
ABHD10,"abhydrolase domain containing 10, depalmitoylase"
ABHD11,abhydrolase domain containing 11
ABHD12,"abhydrolase domain containing 12, lysophospholipase"
ABHD12B,abhydrolase domain containing 12B
ABHD13,abhydrolase domain containing 13
ABHD14A,abhydrolase domain containing 14A
ABHD14A-ACY1,ABHD14A-ACY1 readthrough
ABHD14B,abhydrolase domain containing 14B
ABHD15,abhydrolase domain containing 15
ABHD16A,"abhydrolase domain containing 16A, phospholipase"
ABHD16B,abhydrolase domain containing 16B
ABHD17A,"abhydrolase domain containing 17A, depalmitoylase"
ABHD17B,"abhydrolase domain containing 17B, depalmitoylase"
ABHD17C,"abhydrolase domain containing 17C, depalmitoylase"
ABHD18,abhydrolase domain containing 18
ABHD2,"abhydrolase domain containing 2, acylglycerol lipase"
ABHD3,"abhydrolase domain containing 3, phospholipase"
ABHD4,"abhydrolase domain containing 4, N-acyl phospholipase B"
ABHD5,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase"
ABHD6,"abhydrolase domain containing 6, acylglycerol lipase"
ABHD8,abhydrolase domain containing 8
ABI1,abl interactor 1
ABI2,abl interactor 2
ABI3,ABI family member 3
ABI3BP,ABI family member 3 binding protein
ABITRAM,actin binding transcription modulator
ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase"
ABLIM1,actin binding LIM protein 1
ABLIM2,actin binding LIM protein family member 2
ABLIM3,actin binding LIM protein family member 3
ABO,"ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase"
ABP1,amine oxidase copper containing 1
ABR,ABR activator of RhoGEF and GTPase
ABRA,actin binding Rho activating protein
ABRACL,ABRA C-terminal like
ABRAXAS1,"abraxas 1, BRCA1 A complex subunit"
ABRAXAS2,"abraxas 2, BRISC complex subunit"
ABT1,activator of basal transcription 1
ABTB1,ankyrin repeat and BTB domain containing 1
ABTB2,ankyrin repeat and BTB domain containing 2
AC093375.1,#N/A
ACAA1,acetyl-CoA acyltransferase 1
ACAA2,acetyl-CoA acyltransferase 2
ACACA,acetyl-CoA carboxylase alpha
ACACB,acetyl-CoA carboxylase beta
ACAD10,acyl-CoA dehydrogenase family member 10
ACAD11,acyl-CoA dehydrogenase family member 11
ACAD8,acyl-CoA dehydrogenase family member 8
ACAD9,acyl-CoA dehydrogenase family member 9
ACADL,acyl-CoA dehydrogenase long chain
ACADM,acyl-CoA dehydrogenase medium chain
ACADS,acyl-CoA dehydrogenase short chain
ACADSB,acyl-CoA dehydrogenase short/branched chain
ACADVL,acyl-CoA dehydrogenase very long chain
ACAN,aggrecan
ACAP1,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"
ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"
ACAP3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3"
ACAT1,acetyl-CoA acetyltransferase 1
ACAT2,acetyl-CoA acetyltransferase 2
ACBD3,acyl-CoA binding domain containing 3
ACBD4,acyl-CoA binding domain containing 4
ACBD5,acyl-CoA binding domain containing 5
ACBD6,acyl-CoA binding domain containing 6
ACBD7,acyl-CoA binding domain containing 7
ACCN1,acid sensing ion channel subunit 2
ACCN2,acid sensing ion channel subunit 1
ACCN3,acid sensing ion channel subunit 3
ACCN4,acid sensing ion channel subunit family member 4
ACCN5,acid sensing ion channel subunit family member 5
ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
ACCSL,1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like
ACD,ACD shelterin complex subunit and telomerase recruitment factor
ACE,angiotensin I converting enzyme
ACE2,angiotensin converting enzyme 2
ACER1,alkaline ceramidase 1
ACER2,alkaline ceramidase 2
ACER3,alkaline ceramidase 3
ACHE,acetylcholinesterase (Cartwright blood group)
ACIN1,apoptotic chromatin condensation inducer 1
ACKR1,atypical chemokine receptor 1 (Duffy blood group)
ACKR2,atypical chemokine receptor 2
ACKR3,atypical chemokine receptor 3
ACKR4,atypical chemokine receptor 4
ACLY,ATP citrate lyase
ACMSD,aminocarboxymuconate semialdehyde decarboxylase
ACN9,succinate dehydrogenase complex assembly factor 3
ACO1,aconitase 1
ACO2,aconitase 2
ACOT1,acyl-CoA thioesterase 1
ACOT11,acyl-CoA thioesterase 11
ACOT12,acyl-CoA thioesterase 12
ACOT13,acyl-CoA thioesterase 13
ACOT2,acyl-CoA thioesterase 2
ACOT4,acyl-CoA thioesterase 4
ACOT6,acyl-CoA thioesterase 6
ACOT7,acyl-CoA thioesterase 7
ACOT8,acyl-CoA thioesterase 8
ACOT9,acyl-CoA thioesterase 9
ACOX1,acyl-CoA oxidase 1
ACOX2,acyl-CoA oxidase 2
ACOX3,"acyl-CoA oxidase 3, pristanoyl"
ACOXL,acyl-CoA oxidase like
ACP1,acid phosphatase 1
ACP2,"acid phosphatase 2, lysosomal"
ACP3,acid phosphatase 3
ACP5,"acid phosphatase 5, tartrate resistant"
ACP6,"acid phosphatase 6, lysophosphatidic"
ACPL2,2-phosphoxylose phosphatase 1
ACPP,acid phosphatase 3
ACPT,acid phosphatase 4
ACR,acrosin
ACRBP,acrosin binding protein
ACRC,germ cell nuclear acidic peptidase
ACRV1,acrosomal vesicle protein 1
ACSBG1,acyl-CoA synthetase bubblegum family member 1
ACSBG2,acyl-CoA synthetase bubblegum family member 2
ACSF2,acyl-CoA synthetase family member 2
ACSF3,acyl-CoA synthetase family member 3
ACSL1,acyl-CoA synthetase long chain family member 1
ACSL3,acyl-CoA synthetase long chain family member 3
ACSL4,acyl-CoA synthetase long chain family member 4
ACSL5,acyl-CoA synthetase long chain family member 5
ACSL6,acyl-CoA synthetase long chain family member 6
ACSM1,acyl-CoA synthetase medium chain family member 1
ACSM2A,acyl-CoA synthetase medium chain family member 2A
ACSM2B,acyl-CoA synthetase medium chain family member 2B
ACSM3,acyl-CoA synthetase medium chain family member 3
ACSM4,acyl-CoA synthetase medium chain family member 4
ACSM5,acyl-CoA synthetase medium chain family member 5
ACSM6,acyl-CoA synthetase medium chain family member 6
ACSS1,acyl-CoA synthetase short chain family member 1
ACSS2,acyl-CoA synthetase short chain family member 2
ACSS3,acyl-CoA synthetase short chain family member 3
ACTA1,"actin alpha 1, skeletal muscle"
ACTA2,"actin alpha 2, smooth muscle"
ACTA2-AS1,ACTA2 antisense RNA 1
ACTB,actin beta
ACTBL2,actin beta like 2
ACTC1,actin alpha cardiac muscle 1
ACTG1,actin gamma 1
ACTG1P4,actin gamma 1 pseudogene 4
ACTG2,"actin gamma 2, smooth muscle"
ACTL10,actin like 10
ACTL6A,actin like 6A
ACTL6B,actin like 6B
ACTL7A,actin like 7A
ACTL7B,actin like 7B
ACTL8,actin like 8
ACTL9,actin like 9
ACTN1,actinin alpha 1
ACTN1-AS1,ACTN1 divergent transcript
ACTN2,actinin alpha 2
ACTN3,actinin alpha 3
ACTN4,actinin alpha 4
ACTR10,actin related protein 10
ACTR1A,actin related protein 1A
ACTR1B,actin related protein 1B
ACTR2,actin related protein 2
ACTR3,actin related protein 3
ACTR3B,actin related protein 3B
ACTR3BP2,ACTR3B pseudogene 2
ACTR3BP5,ACTR3B pseudogene 5
ACTR3C,actin related protein 3C
ACTR5,actin related protein 5
ACTR6,actin related protein 6
ACTR8,actin related protein 8
ACTRT1,actin related protein T1
ACTRT2,actin related protein T2
ACTRT3,actin related protein T3
ACVR1,activin A receptor type 1
ACVR1B,activin A receptor type 1B
ACVR1C,activin A receptor type 1C
ACVR2A,activin A receptor type 2A
ACVR2B,activin A receptor type 2B
ACVR2B-AS1,ACVR2B antisense RNA 1
ACVRL1,activin A receptor like type 1
ACY1,aminoacylase 1
ACY3,aminoacylase 3
ACYP1,acylphosphatase 1
ACYP2,acylphosphatase 2
ADA,adenosine deaminase
ADAD1,adenosine deaminase domain containing 1
